GeneSymbol	SigI	Normal	SigII	pIvsN	pIIvsN	pIvsII	SONdmso1	SONdmso2	SONpt2399-1	SONpt2399-2
SLC23A1	2.5787	8.6371	3.08785	1.7462413574e-09	6.2294417668e-09	0.764241217236	505.516	449.793	361.258	476.932
ALPK3	3.2088	5.30375	7.42265	0.288298078075	0.00011104491609	0.0224992414785	351.359	298.861	311.318	303.31
MAU2	6.6227	5.18325	6.42695	1.09907585279e-10	5.58875099903e-13	0.0454882982215	808.048	633.091	607.843	813.497
C8orf48	0.9941	0.74805	0.7005	0.000828498123376	0.601760642467	0.00291249218319	1.00102	1.00102	1.00102	1.00102
UCK1	21.5402	17.0513	14.90495	3.60746284133e-09	8.13972743993e-06	3.47023281089e-21	1120.26	975.663	914.934	1108.24
C8orf46	0.0203	0.007	0.01655	8.57865754764e-06	0.000754416694041	0.300797940845	313.542	293.856	218.0	115.229
UCK2	2.5591	1.8129	2.2803	1.83553891487e-08	9.33858708657e-05	0.00518728356223	66.846	90.7594	34.0348	1.00102
PHRF1	12.0611	7.09575	9.4313	2.04404348742e-21	6.96669636998e-10	5.87750091441e-10	1639.9	1543.69	1488.52	1664.81
MAP3K8	3.2209	1.83165	2.96975	5.74858010274e-11	3.67277617946e-06	0.686092713707	271.5	260.043	214.997	233.349
TP53I3	16.0687	13.7165	7.8361	0.00368560109806	1.87315959229e-14	5.29860427608e-21	97.7665	21.1327	151.154	128.798
CUX1	9.8112	10.52585	9.63015	0.713149732717	0.111721306272	0.249303020839	757.885	717.177	656.115	848.311
CUX2	0.0203	0.0189	0.0235	0.243144482938	0.973601538516	0.139913757049	286.626	358.922	305.201	228.678
ZNF823	2.7696	3.51375	2.88245	0.0216387708561	0.000807671325051	0.75711277605	1001.13	902.032	921.163	855.429
DERL3	0.3527	0.10175	0.24145	0.00974039275666	0.000643641054804	0.0098654140027	598.611	533.211	569.804	577.924
BRF2	1.8158	2.12695	2.2147	0.256261826552	0.399343352502	0.0512081806283	98.2114	129.91	182.409	112.559
CYSTM1	82.6905	123.98885	45.5616	0.000450428229501	2.15674668298e-36	2.15544694589e-09	380.5	261.044	209.881	296.191
BRF1	2.7509	2.24125	2.03315	2.35027795932e-06	0.00227374374484	5.44365924009e-14	617.075	474.04	492.503	520.532
FSIP2	0.0436	0.0454	0.0539	0.00963000474672	0.0212374164023	0.0147099083214	1.00102	1.00102	1.00102	1.00102
FSIP1	0.3026	0.52355	0.32625	0.00854855805901	0.0103598889212	0.39769598529	166.615	226.342	205.321	274.948
DNAJC8	38.8057	34.58145	30.97685	0.00309273046783	7.21258650807e-07	2.78534619649e-13	710.059	631.534	618.632	713.062
CSNK1A1	6.5265	8.8368	12.39375	1.81530854952e-11	1.87280216183e-15	6.90141523993e-45	250.033	222.005	251.924	264.27
LRRK1	1.8864	0.6105	2.40925	1.52921902095e-15	2.24742045153e-23	0.0166236948522	104.106	47.4929	16.5725	186.524
DNAJC4	17.8085	10.0496	7.81895	6.36819708444e-22	9.97780374014e-05	4.63060492251e-39	1486.3	1379.3	1325.02	1470.84
DNAJC5	19.8358	21.5668	17.95605	0.315710507038	1.83399112386e-05	0.00406703180592	1881.37	1665.15	1602.86	1690.06
DNAJC6	0.7077	3.88025	1.72355	1.49753868068e-50	1.67760537552e-12	1.76427109783e-12	1.00102	1.00102	1.00102	1.00102
CAMSAP1	3.7872	3.83985	5.5862	0.637005078236	1.2129831461e-18	1.2366356918e-21	1429.13	1214.13	1140.39	1288.98
DNAJC1	25.0638	15.37075	19.77265	7.82064371125e-17	3.84960043562e-12	1.45731581325e-05	1.00102	1.00102	1.00102	1.00102
DNAJC2	3.4174	2.5549	3.10965	5.20153029187e-09	2.18024488967e-07	0.323263721524	112.337	48.3828	56.1685	128.02
DNAJC3	19.0276	25.89295	30.36305	4.11162579981e-13	6.30814099204e-07	1.759182171e-30	1.44592	1.00102	15.9051	1.00102
NOX4	5.3295	9.4597	4.9821	1.17284560101e-08	3.03596174118e-07	0.937899275114	1.00102	1.00102	1.00102	1.00102
CYP4F12	0.4102	0.36285	0.15835	0.00232185657428	0.00598338055035	1.77227984679e-06	718.623	549.673	521.421	635.204
ZNF701	1.1108	1.0248	1.34995	0.00770485331858	8.60472152343e-07	0.000174608191009	500.511	523.646	432.33	489.722
CYP21A2	0.5761	0.0483	0.2357	2.5176147522e-08	2.04609542985e-06	5.73373354727e-07	559.683	453.574	426.769	492.725
RRP12	3.888	2.78185	2.7515	8.89701430632e-09	0.430812831121	6.00694474565e-09	800.818	669.906	807.158	851.314
SLC18A2	0.0963	0.10815	0.2879	0.509624182244	0.18527354837	0.0713032476388	17.6847	2.44694	55.7236	24.0245
SLC18A1	0.0194	0.00815	0.0214	0.000504462496034	5.16464917865e-05	0.111349743591	40.4858	116.341	102.549	69.5154
GOSR1	5.7915	7.5305	7.8825	4.29765084118e-27	0.0117333097901	6.43047123255e-39	355.474	274.391	269.386	251.034
RRP15	2.3383	2.9276	3.23595	9.13613115732e-07	0.00111479976137	1.73412016844e-16	1.00102	1.00102	1.00102	1.00102
CYP4F11	1.711	2.0968	1.4455	0.389248399505	0.0124655432302	0.0378595019124	655.892	629.643	642.99	532.878
RALBP1	7.7818	22.80525	11.81845	6.09951539788e-40	1.73699754811e-23	1.37167960285e-24	24.3582	115.562	127.797	105.219
NRN1	5.8671	4.92935	5.42395	0.00168444734062	0.028743673462	0.0461051685552	1.00102	1.00102	1.00102	1.00102
MAP3K6	9.6245	3.94765	7.0747	1.59688324158e-19	3.11294694973e-10	7.12109633299e-08	1089.33	1049.52	1026.27	1061.42
RAP1B	3.3769	3.1646	4.31	0.149806664915	3.25729650545e-07	2.20699192786e-08	152.823	123.015	80.193	147.929
RAP1A	16.4501	17.4685	18.33405	0.0272499309472	0.210646977306	0.0010070304708	187.08	165.28	194.866	230.902
PPP1R8	13.3683	13.55355	13.4267	0.870777153041	0.12700829298	0.315043270159	539.217	629.754	593.829	546.336
ZNF831	0.2139	0.03645	0.27925	1.32121961983e-10	9.13616615138e-12	0.513796203669	249.699	256.929	130.8	235.018
ZNF830	7.3619	6.41125	7.3533	3.52510880593e-06	2.45637837634e-05	0.389482519549	270.276	229.457	232.46	199.982
ZNF835	0.4804	0.68705	0.5179	0.0128084825855	0.000778155592214	0.477229525132	301.197	340.459	260.155	259.932
IER3IP1	10.4793	10.8052	8.38835	0.342443010394	0.0529233097141	0.0129488624502	27.5837	46.8256	78.6359	3.78164
ZNF837	1.6378	1.365	0.72185	9.31595820295e-06	3.23010955089e-13	2.52647881046e-23	950.749	821.283	853.205	886.683
ZNF836	1.6841	1.73565	2.30225	0.848237795869	1.24071378474e-08	5.01864567844e-11	479.378	691.262	520.532	519.864
ZNF839	0.9352	1.38145	1.13455	4.63822478037e-05	0.00330237043349	0.0802960524261	460.915	391.289	419.317	405.637
MAP3K5	6.226	6.92495	9.47	0.0477207510095	8.16131133028e-10	5.27969455539e-23	1.00102	1.00102	1.00102	22.4674
CUEDC1	6.8819	8.06095	5.43265	0.000888434824958	5.11915995087e-17	7.32154431964e-08	640.209	501.846	556.012	694.265
COLEC12	0.4066	1.1648	0.6604	0.887455088342	0.274972642446	0.244164718071	12.0123	3.33674	30.4756	53.6103
MTNR1A	0.0138	0.51275	0.01925	9.1253745093e-27	1.03807590365e-13	0.019725526576	1.00102	1.00102	1.00102	1.00102
FAM91A1	9.123	9.83705	12.75505	0.0607956761634	1.2191027335e-07	2.66292988579e-15	165.502	142.59	213.663	145.816
IGF2	0.0389	0.33495	0.083	0.845657999714	0.392890264897	0.318438128406	691.595	491.836	659.34	580.927
IPO13	9.0858	16.6992	7.0845	1.99413346827e-25	3.46358051081e-46	4.14499279089e-09	1614.76	1448.03	1164.75	1365.73
TPSG1	0.7704	0.3969	0.31025	0.00206070381324	0.0975616811176	0.000301404042305	1163.86	1067.31	1103.79	1153.4
ATOH7	0.2604	0.1284	0.12925	0.000261893412867	0.461099022987	1.55143331183e-06	1.00102	5.33879	2.44694	6.45103
ACAT1	13.4015	51.96955	18.11815	1.69046190145e-25	0.00180759691359	0.00918221861034	109.89	67.6246	184.967	187.859
ACAT2	3.8866	5.65525	3.5188	3.30830026471e-12	3.36150019026e-22	0.01977060228	114.005	27.3613	110.891	115.34
RNF152	6.5054	17.1583	10.0254	3.91702062166e-19	0.209861471012	0.00387631244198	1.00102	1.00102	1.00102	1.00102
LIMD2	7.7361	1.0898	2.88435	2.83807030801e-19	1.29966041082e-11	2.04912866417e-17	841.749	677.915	801.93	796.035
RNF150	0.4936	8.7513	0.8824	2.48303841164e-62	4.53488949334e-37	5.58350563767e-06	1.00102	1.00102	1.00102	1.00102
KIF3A	2.7288	3.81035	3.93545	1.51320833119e-14	0.160957929227	7.02911275343e-17	144.481	320.327	198.425	246.696
RNF157	0.8014	0.99235	0.9182	0.55631568125	0.305576512221	0.681126701012	1296.77	1193.11	1171.31	1220.14
ATOH8	1.4312	2.1133	1.7715	0.785754439807	0.829263215623	0.909530319072	696.044	675.245	578.48	686.034
PEX1	2.0648	3.95585	3.31095	1.04317973343e-37	0.167910431919	2.10843205648e-24	1.00102	1.00102	1.00102	1.00102
TMEM177	4.5852	6.88175	2.95665	9.28234824615e-12	3.04953908983e-33	1.45072272811e-16	221.782	76.6338	86.4216	196.757
FMOD	6.5906	12.8715	5.71185	0.480823264786	0.020946100797	0.249558692767	342.127	347.577	321.662	411.754
CTF1	4.1314	8.1601	2.70015	7.83184798827e-15	1.01063524618e-33	2.58222110622e-07	1157.96	1077.1	1033.17	1258.17
MECP2	4.0351	5.49085	5.3957	8.14097186995e-18	0.424980155192	3.89536511154e-16	990.456	978.777	811.829	918.939
PET112	2.9825	3.38305	2.17185	0.134939287432	2.01541516892e-16	5.60117257366e-09	1.00102	20.3541	45.9358	4.22654
PEX3	4.2098	8.9456	5.4789	6.04572387198e-26	9.25785321123e-08	2.65249065401e-06	1.00102	1.00102	1.00102	6.56226
SUGCT	3.3915	6.4008	3.842	2.8734266726e-07	1.04393394282e-08	0.695763690252	74.6318	21.5776	26.249	183.854
ZNF578	0.2315	0.4896	0.2555	3.64191020863e-16	5.45251985736e-17	0.593796834367	466.032	316.101	232.237	310.539
LDLR	1.3414	5.4617	2.0688	1.80030636043e-09	7.4534030508e-08	0.280452636027	1485.41	1379.08	1284.09	1468.28
PEX2	7.8803	12.3209	8.4663	0.000778553836519	2.9419262677e-11	0.813454565056	1.00102	1.00102	1.00102	1.00102
ZNF579	5.6691	2.38225	2.07155	5.8136517466e-09	0.0021751957518	2.20825868541e-15	893.023	797.036	762.0	864.55
SIGMAR1	26.0333	17.10565	16.34845	1.54417630683e-10	0.00238067050386	5.28835962893e-19	685.7	482.715	626.751	560.573
SBSPON	7.5912	10.8241	5.804	0.0236146425712	0.680910332564	0.743585655725	1.00102	1.00102	1.00102	1.00102
IL2RA	0.5266	0.1942	0.8141	1.17362018102e-05	0.00794732912498	0.0812057658306	120.456	146.705	59.9501	56.1685
IL2RB	7.118	0.51215	5.0554	5.46551774367e-19	2.47208376895e-14	0.00108636063453	1237.6	1027.49	917.938	1182.87
ZFYVE20	2.7778	4.45555	4.21685	1.07788656817e-31	0.323979117135	1.11910469043e-31	165.169	138.92	100.881	134.359
ZFYVE27	11.9841	9.6127	9.53945	2.90956721251e-08	0.975212199043	2.83422583381e-10	467.255	374.494	456.355	447.902
SLC17A9	2.0604	0.1757	0.86745	1.85758175879e-05	9.86494351434e-09	4.31844427723e-05	1916.85	1770.7	1767.69	1891.04
TPCN2	2.2954	1.30215	2.5381	9.83252262494e-14	2.12573154056e-14	0.118740793325	905.703	736.753	544.111	675.468
RAB33B	3.3823	3.54115	4.6403	0.41202802929	1.07153198921e-07	1.96713194627e-11	3.89286	1.00102	1.00102	1.00102
SLC17A4	5.3341	0.7964	12.5517	2.6878720043e-06	1.53106913449e-14	0.0738311995736	2.78062	6.45103	1.00102	15.6827
SLC17A5	11.3541	20.32925	15.89675	2.32334908037e-18	7.41027439818e-06	6.66966647684e-11	83.1961	66.4012	33.7011	44.2674
TAS2R4	0.1821	0.08385	0.22705	2.03859392505e-07	0.0204957761938	0.0418600855748	1.00102	1.00102	1.00102	1.00102
ZFYVE28	2.0081	1.71055	1.7566	0.174405726952	0.0582536928408	0.00040306429641	646.104	676.357	551.341	682.808
SLC17A1	13.4108	27.1487	14.16175	0.000326746415386	3.84493760517e-08	0.0363741005105	27.4725	73.1859	3.55919	31.2541
SPAG16	1.7315	3.07885	2.10255	9.75681291389e-27	2.60422141447e-11	0.000856319922355	1.00102	1.00102	1.00102	1.00102
SPAG17	0.7152	0.4845	0.73935	0.000682891721132	0.00443925603543	0.449372585375	1.00102	1.00102	1.00102	1.00102
IGLL1	0.0453	0.01305	0.0202	0.097542233035	0.146701409965	0.0416618992704	426.436	318.103	390.844	401.41
C16orf58	10.8917	10.6061	10.9659	0.96405668976	0.410303857553	0.43386934491	561.462	531.654	563.798	526.983
RBMXL2	0.0363	0.0199	0.01665	0.00230524677714	0.935330042367	0.000378246442539	1.00102	1.00102	1.00102	1.00102
SETDB2	2.4976	3.68565	3.30175	3.35579587318e-12	0.398829177552	4.41171509611e-07	3.22552	14.7929	5.89491	1.00102
CDK5RAP2	4.6277	4.9613	5.1699	0.235489727435	0.163504613825	0.00626244927784	12.0123	94.541	69.9603	27.1388
FIZ1	3.6451	2.7153	2.3248	3.42323731269e-11	5.58216536895e-11	1.96716986876e-30	931.284	822.952	767.784	915.713
CDK5RAP1	5.5515	4.2826	4.01995	5.12468772384e-07	0.0820912261687	4.0520687396e-12	806.602	641.989	779.796	675.579
HAUS6	2.3291	1.81705	2.98025	3.41507514057e-06	8.69277232309e-15	8.46536350088e-06	58.2818	30.4756	91.6492	52.0532
C16orf54	1.9412	0.4678	1.61915	4.34617369228e-14	2.20965486515e-12	0.000126150413228	1083.88	1012.59	968.656	1078.88
PDDC1	14.5182	11.09765	10.06145	3.86048944699e-11	0.644952105421	1.37656142008e-15	1826.98	1774.7	1737.55	1926.97
NUDT16L1	16.9702	18.73155	10.0706	0.756193076621	4.02951089506e-22	1.81407935848e-08	1110.8	924.945	964.652	1006.47
KIAA0319L	10.3992	14.5711	12.0294	1.48867918467e-21	1.64278890154e-11	0.000336148839748	543.666	600.836	468.479	452.573
ITCH	5.1837	8.64825	8.1746	2.47732553708e-36	0.182056056926	1.69450862324e-33	784.357	762.334	716.51	722.516
FMO3	3.6118	2.66425	3.1909	0.0758097770702	0.159977974642	0.360588023075	1.00102	1.00102	1.00102	1.00102
GNB1	71.953	67.3818	81.35875	0.421430991859	2.6542680325e-05	0.000189190218539	1193.44	1164.63	1008.47	1149.28
ERC1	4.2783	8.0093	7.29485	7.69683982593e-34	0.000122788516132	9.38798257929e-33	312.097	306.202	375.272	389.175
ERC2	0.0382	0.20725	0.02775	3.02890611273e-22	4.12379704902e-12	0.981027523618	1.00102	1.00102	1.00102	1.00102
CHMP4C	6.2513	8.26525	6.15035	0.00896078913867	7.19471136051e-06	0.409664890048	1.00102	1.00102	1.00102	1.00102
BAX	30.1652	9.30455	16.47585	1.96225465321e-37	2.83425995757e-17	3.037458862e-29	1521.33	1164.3	1147.06	1225.81
BAD	10.4294	5.1556	3.9545	9.14778998395e-06	6.99314379576e-11	4.12535688315e-11	1452.48	1328.36	1294.99	1466.05
FMO1	14.8267	27.75075	15.75705	5.15901259462e-08	4.15468955089e-07	0.919390197681	1.00102	1.00102	1.00102	1.00102
BHMT2	72.929	78.9176	61.87545	0.0142257106953	3.72628538587e-08	0.000339062126265	6.45103	38.7062	14.348	4.00409
IGSF9	0.066	0.28155	0.0366	0.00376636628337	7.34350809098e-14	0.0596947717322	365.484	302.42	276.171	265.716
PRKCDBP	17.0985	1.6936	5.26415	2.002345889e-24	7.75817432835e-14	2.53095786265e-26	137.585	86.3104	86.8665	152.934
COBLL1	2.9003	22.39995	4.48005	9.8641074276e-59	7.20788300171e-34	1.53870011868e-06	1.00102	1.00102	1.00102	1.00102
SLC37A2	2.7539	0.4189	3.37905	1.73144923585e-14	5.25031517735e-22	0.195911897446	91.4267	72.6297	85.7542	93.7624
SLC37A3	3.8929	4.29175	4.60835	0.297754446368	0.0369558067194	0.000505149151798	183.41	320.105	250.589	446.011
CDK18	63.135	9.5528	48.2261	8.74512047987e-29	1.33032392809e-23	1.0425228971e-05	809.16	686.145	464.363	527.761
CDK19	5.4478	4.7852	9.7795	0.0330182520204	3.75124924638e-19	2.72500322347e-26	34.8133	49.9399	16.35	19.1306
GFI1B	0.0253	0.0158	0.0212	0.00244366015677	0.0253967499556	0.0823342697068	908.483	988.343	798.148	911.82
PMPCB	10.7245	13.20975	11.60815	0.507384847724	0.672528234488	0.287364092865	165.502	2.55817	105.663	213.996
SLC37A4	31.3302	10.3857	18.62215	5.96447844806e-16	0.000997598158462	6.60599060207e-15	995.572	825.843	778.239	949.08
TOB2	20.5151	30.9934	26.2518	2.53562198957e-16	0.00569142068112	3.91642999039e-07	1162.52	940.294	955.643	1001.13
CDK12	3.5021	4.70755	5.9975	2.73698907787e-16	2.5713364198e-15	1.33159814341e-50	728.633	711.171	655.336	779.574
CDK13	2.5832	2.32345	2.8903	2.69753735109e-05	1.20227982741e-06	1.40702045918e-05	127.464	82.7512	53.7215	135.138
CDK10	15.4066	6.0114	8.48285	5.3346013037e-19	6.92975298343e-07	4.44379336135e-17	1847.44	1694.06	1622.43	1851.45
CDK16	15.8858	17.7767	11.77345	0.61652881264	8.55951046387e-07	1.22589154849e-07	823.841	698.269	697.156	756.106
SULF2	25.4759	13.86695	17.90275	2.31547893805e-08	7.81937881221e-05	3.54010365546e-06	356.03	304.756	198.759	370.045
CDK14	6.1783	8.70795	9.0356	0.000196259802741	0.305713817608	1.48122233985e-07	1.00102	1.00102	1.00102	1.00102
CDK15	0.067	0.0578	0.1201	0.777627990074	6.00993894033e-05	1.5750699372e-07	167.504	202.54	227.788	239.133
GPR126	5.3927	4.1794	10.5608	0.00172588412283	2.35084456445e-11	4.9140448075e-07	1.00102	1.00102	1.00102	1.00102
ST5	1.7851	2.886	2.3987	2.31694251165e-07	0.00139379464236	0.00447983290694	254.037	173.733	208.546	214.441
GPR124	7.8572	3.63525	9.8549	3.95207432939e-10	4.18892941986e-15	0.0359053734205	25.4705	92.2053	91.093	33.0337
GPR125	3.4871	4.3054	4.31175	0.000867384402675	0.507915761301	0.000232144290024	1.00102	13.2357	1.00102	12.2347
RBL2	7.723	15.3779	14.91545	3.94879621305e-56	0.538047725557	1.59539146753e-43	12.4572	18.6858	5.33879	4.22654
ATP6V1B1	0.0245	0.97085	0.01635	1.21959712052e-14	8.51476395178e-05	0.118039935629	229.234	276.171	220.002	197.201
ATP6V1B2	20.2807	24.30925	22.6717	1.62478437992e-05	0.00702363511661	0.019562138474	28.9184	117.008	109.223	69.8491
AASDH	2.031	3.7319	3.20285	2.60446348046e-43	0.00163210807165	1.89036997809e-30	1.00102	1.00102	44.2674	1.22347
PIP5KL1	0.1896	0.29325	0.09105	0.697154904272	3.46577426302e-13	1.89871687943e-05	1836.1	1712.64	1758.13	1806.85
GPR128	0.0093	0.0036	0.0054	0.652776051321	0.59822982876	0.834232929286	30.1419	2.44694	1.00102	1.00102
KCNAB1	1.5781	0.66095	2.7561	0.000373951639269	4.50140300626e-16	0.00141553957274	1.00102	11.901	1.00102	1.00102
ZNF304	2.9227	3.89225	4.6484	8.11160532637e-08	2.46723846124e-07	7.55863092305e-24	395.515	480.713	402.745	280.397
BFSP2	0.0742	0.11865	0.0285	0.174995647753	0.00868049238752	0.00164618680288	1.00102	4.33776	32.2552	1.00102
ZNF302	7.6302	5.7659	7.25015	1.359617153e-05	4.13010585719e-09	0.401755534004	272.167	304.756	342.238	207.1
ZNF300	1.8391	1.4398	1.6884	0.000461145642988	0.00918704444393	0.153272950187	41.3756	61.2848	93.9849	23.246
P2RY8	6.4362	1.99745	7.9672	3.64121294457e-13	5.81217828618e-19	0.000302930687564	1.66837	2.00204	2.22449	1.44592
FAM216A	3.0085	1.4393	2.3412	5.82670332704e-19	3.88875008839e-11	0.000194275714354	474.818	466.81	524.424	496.618
KCNAB3	0.3628	0.12875	0.22815	7.03530146682e-06	2.21415402039e-08	0.000556259770679	1023.49	1016.48	906.481	1005.58
STS	2.7143	2.1213	4.02455	0.0232772119979	3.81027447516e-10	2.15961556142e-05	1.00102	1.00102	1.00102	1.00102
MMP25	0.6147	0.11315	0.4242	0.00935628730604	8.65170165253e-12	0.0734911029594	2125.06	1780.49	1895.71	2022.84
MMP24	3.939	5.7252	5.7416	0.333994554442	0.059192550204	0.00122368594971	1006.36	855.874	806.713	816.723
P2RY1	1.9123	0.45275	3.2266	1.35354927645e-17	2.81863145544e-26	9.02444197631e-13	1.00102	1.00102	1.00102	1.00102
P2RY6	2.2275	1.0857	1.24065	4.66405058364e-08	0.0139773440218	4.65910825491e-06	982.003	894.135	733.749	856.097
MTERFD2	2.3841	2.28445	2.75145	0.217504111688	4.38644237151e-05	0.00424647463292	1009.81	763.113	739.978	780.575
P2RY4	0.024	0.02835	0.05065	0.116617475495	0.000250730360252	0.000113844813701	130.244	62.0634	77.0787	96.5431
HOXB13	0.0288	0.01725	0.0072	0.00288019728968	0.19758257229	0.858769069875	621.746	729.857	562.241	679.138
POSTN	12.6952	6.10695	17.99505	0.00425744001545	1.89814719303e-05	0.8573941927	1.00102	1.00102	1.00102	1.00102
TFG	9.2757	7.286	7.59655	1.08885479031e-08	0.0137119390505	0.00059898356536	17.9072	20.6878	53.1654	6.00613
ABCG4	0.1002	0.10235	0.091	0.208019109857	0.000493355007816	0.0035459667875	725.408	571.917	684.588	802.264
TOMM34	20.503	25.4024	15.94365	0.00574343155002	6.9000683962e-33	4.22590328536e-09	598.389	559.46	403.523	536.214
RPL36A	0.5155	0.15955	0.3595	1.29062334478e-12	3.51784195537e-10	0.000426290729679	38.0389	78.191	11.1225	14.5704
RND1	1.0656	0.65335	0.80745	0.12683807999	0.971928507247	0.0514710617703	1179.98	1029.94	901.921	1014.93
RND2	0.5457	0.9181	0.28655	0.0424480861464	7.95725489838e-27	1.40445799448e-05	1069.76	894.914	717.733	934.51
RND3	11.5418	8.87495	12.2835	0.00398537850976	0.00165893645264	0.986028623585	1.00102	1.00102	1.00102	1.00102
NCL	52.2556	54.68715	55.1052	0.669934418831	0.587278699732	0.329811824218	540.441	481.047	460.804	558.237
CTNNBIP1	5.399	7.29715	4.0565	1.47022358705e-08	9.54329259333e-34	4.43017939673e-12	749.543	752.546	786.804	719.179
PPP3CA	7.9312	8.79795	10.7418	0.647504847096	1.99575496161e-08	1.17447282776e-10	1.00102	1.00102	1.00102	11.1225
PPP3CB	8.8925	12.7968	10.9394	9.25784290261e-14	9.88687383277e-05	8.01222919201e-06	533.879	461.138	407.861	496.618
PPP3CC	7.1095	5.6192	7.26	1.97608444297e-08	1.26750393177e-12	0.163008151178	301.975	342.795	276.505	236.686
DCAF10	4.4115	7.44865	6.27075	7.45670221022e-33	0.254171101596	5.80983626694e-16	33.7011	1.00102	66.2899	89.7583
TCAIM	2.9982	7.5315	3.61675	9.22568882275e-42	8.93738894752e-31	0.000161844877347	117.12	102.327	39.1511	166.503
LIF	7.5101	2.3446	4.4963	0.0862881927297	0.877304140141	0.0169735021301	1635.89	1394.87	1358.05	1374.85
KIAA1549	1.484	2.5259	2.68605	4.9585455467e-20	0.762735876075	5.75839274366e-23	69.9603	112.226	95.3196	126.129
LRRC41	19.3774	10.0394	15.02805	1.39463234605e-08	1.13901939543e-06	0.00720569554131	1063.75	902.922	763.113	943.63
LRRC40	7.0485	7.85515	9.4041	0.0674836269224	0.000260916915812	7.67716183789e-09	1.00102	1.00102	1.11225	1.00102
LRRC43	0.3932	1.36985	0.1971	6.06257021788e-06	8.28489487714e-43	3.38844213066e-05	1093.34	978.555	883.013	1025.94
LRRC42	10.1529	11.37895	10.85965	0.385338586514	0.232716702257	0.925401927032	424.211	305.534	232.126	265.382
LRRC45	6.9617	2.735	3.17785	1.00967573005e-18	0.0039946187821	1.20052987395e-23	2746.92	2516.79	2660.61	2870.04
MMP23B	0.0428	0.02265	0.0122	0.000565178200175	0.141865240348	3.44602257551e-07	1108.69	1123.7	1124.7	1178.31
LRRC47	12.1665	12.9694	10.6575	0.297177896493	2.2215168959e-15	1.71219396424e-07	938.403	751.1	646.327	656.782
LRRC46	0.6658	0.4487	0.30125	6.67249528173e-06	0.00033160573073	1.14394843424e-12	1135.72	1168.97	1095.23	1189.1
LRRC49	0.9003	1.30135	1.0526	7.25136676321e-11	0.0252085850141	3.71124431291e-06	34.4797	241.914	111.447	121.569
LRRC48	1.7211	1.1959	1.5057	8.87975401483e-07	0.00044116693793	0.00066830699088	628.531	548.672	444.343	551.341
GPATCH4	4.4856	6.1317	4.83335	0.000706168888603	0.000254821813712	0.631505929682	1099.01	1026.6	966.098	953.085
B3GNT4	2.0017	0.32255	0.8297	2.16697097086e-09	0.000162995228065	3.73010691116e-08	1222.03	993.682	900.03	1127.15
DPYS	16.9593	22.68005	12.087	2.18260899427e-09	4.64140014813e-11	0.00225422327786	1.00102	1.00102	1.00102	1.00102
B3GNT6	0.0061	0.00445	0.00435	0.415066465695	0.455724030308	0.115573723269	283.512	202.54	253.815	195.755
B3GNT7	0.8448	1.2275	0.7158	0.518224777082	6.70806093033e-05	0.0611023458575	465.364	535.992	484.94	542.443
FNDC8	0.0361	0.02885	0.0531	0.0369178218197	6.82392597983e-06	0.0140191086234	534.324	341.571	545.112	503.959
B3GNT1	36.2581	29.91615	29.9584	0.00102576656055	0.544434644108	2.30248794749e-05	1238.26	1147.17	1094.34	1180.65
B3GNT2	17.8591	24.05835	22.55005	3.85235754105e-15	0.839072149653	3.73986210531e-09	69.7379	91.3155	79.6369	72.8522
B3GNT3	3.9898	3.26245	2.411	0.122528375565	9.52167000806e-05	0.00034805404446	953.196	949.414	906.37	863.771
TSFM	0.1535	0.11705	0.1455	4.08590128031e-05	8.03149458605e-05	0.843338497914	762.001	648.996	517.973	653.445
FGFR2	3.7472	11.68235	5.3011	1.25459655826e-31	1.48146974516e-19	0.000637971172138	122.347	78.6359	162.611	63.7318
B3GNT8	0.8321	1.75735	0.5012	0.000163827647979	1.3170429536e-09	0.0346131531658	904.257	895.581	638.207	792.587
FNDC1	0.6407	0.47585	0.91415	0.0446235639426	0.0109330554033	0.722473726822	1.22347	2.66939	1.00102	1.00102
ADRA2C	3.2656	7.2409	1.623	0.000134977888044	6.15640014959e-25	6.33436110522e-06	545.891	504.96	518.085	533.545
PWWP2B	3.646	5.3157	2.1882	3.19988488764e-06	3.71128297621e-23	4.11663620885e-11	448.236	423.544	431.663	525.982
TEX22	0.3236	0.1272	0.17425	1.8570288624e-08	0.00190488259696	1.22289318834e-06	669.573	535.769	564.243	623.748
PWWP2A	4.6874	3.3617	5.4157	5.80943107587e-11	8.15095405379e-16	3.37746075104e-07	31.4766	80.7491	105.663	171.397
BIK	0.6138	1.9896	0.2707	0.0375041993968	1.79781088133e-08	0.029712560692	794.478	779.129	720.402	716.732
FGFR1	6.5179	6.04885	7.1196	0.192041774228	0.162684713082	0.964990542131	188.86	181.741	240.134	173.844
TEX29	0.3754	0.09855	0.1746	4.40079807139e-06	0.000249431414533	1.0754875329e-05	162.277	175.068	197.535	104.44
PCYT1A	8.4378	8.5352	9.71995	0.571467312666	1.23019040314e-05	0.000540810961778	404.191	451.795	387.396	396.85
TBCCD1	2.8299	3.57875	4.1535	0.000250110368743	3.08881424299e-07	4.78597347574e-15	186.858	96.6543	110.335	251.034
DAAM1	1.3231	3.5803	2.1417	2.14255162905e-40	9.72801804407e-14	1.53312240365e-12	1.00102	5.11634	31.0317	1.00102
