GeneSymbol	SigI	Normal	SigII	pIvsN	pIIvsN	pIvsII	SONdmso1	SONdmso2	SONpt2399-1	SONpt2399-2
RSL1D1	31.247	19.75365	30.0884	8.61642294258e-20	4.54172876498e-19	0.926399110979	431.107	515.971	407.194	518.196
MRPS26	54.7788	39.6827	21.4033	2.5072180521e-09	2.21870657094e-28	1.96056820165e-35	469.924	443.342	406.971	582.373
MRPS25	4.3432	6.1348	3.04855	0.0756594377835	3.27132671729e-05	0.00887878798388	167.504	131.023	64.2879	228.011
MRPS23	8.0981	8.26915	6.2344	0.0649540253456	1.01908694938e-08	6.5421535426e-09	617.742	535.881	419.317	603.394
PPP2R5E	4.354	6.61205	6.242	1.40814161223e-23	0.750454888818	8.75413813431e-17	32.9225	32.1439	10.4551	36.8154
OPTN	37.1866	28.45575	38.3843	3.56227413253e-11	9.85175420855e-12	0.885859346361	125.573	152.823	110.335	116.563
JMJD4	1.8416	1.15975	1.0159	1.06901768463e-10	0.00171197548327	3.05011483118e-19	377.942	425.101	470.369	437.558
ZHX2	14.0836	10.2606	15.8496	5.28210966618e-08	3.37355798055e-11	0.26640380414	343.796	305.534	134.804	296.747
ARTN	0.3151	0.3831	0.16215	0.0461976500924	0.000581732877967	0.00145814715032	1490.3	1331.47	1017.37	1229.48
RPP40	1.8868	1.28965	1.1788	4.89019723302e-09	0.696615342268	5.55199657609e-13	1.00102	1.00102	44.8236	2.11327
CHORDC1	1.9026	1.47195	2.0665	7.59780833815e-05	5.02194328916e-05	0.0108340159747	1.00102	1.00102	1.00102	1.00102
NUP188	6.189	5.64445	6.30955	0.0088788380377	0.00133466321835	0.472792755668	1441.58	1343.26	1432.35	1528.9
WDR36	5.0284	5.32895	6.9134	0.0521939947275	9.93821894172e-09	1.9197675508e-18	1.00102	1.00102	1.00102	1.00102
SYNJ2	1.3976	2.0862	2.01675	5.82751534849e-06	0.660812474832	4.71157706181e-05	378.498	337.901	330.004	341.015
ZNHIT6	3.2882	3.72385	4.20525	1.01650103631e-05	0.0552219281319	1.06804309455e-13	1.00102	1.00102	8.89798	1.00102
GTPBP2	11.5029	5.5805	9.5105	1.10159695198e-20	1.48055132739e-07	0.000904887120474	931.173	872.558	719.401	785.914
BCL3	22.3409	7.5197	9.35715	1.73226852075e-13	0.656129740112	3.18300103204e-21	993.125	888.908	741.646	874.449
POR	16.8944	18.6017	11.1121	0.663786341736	5.99741168897e-28	1.15781488169e-11	1150.95	867.219	860.657	1074.1
PLK2	27.9175	5.10625	28.08725	1.98811969038e-22	2.16478476957e-25	0.770027329334	153.49	129.354	193.642	206.322
SERPINB1	35.7115	20.3093	32.23735	6.42749792824e-20	1.90375633132e-17	0.066180171761	339.458	251.368	243.026	196.2
PCGF5	9.6858	16.7138	16.0428	1.70335792598e-28	0.559818936702	3.27012469015e-18	2.00204	2.78062	1.00102	23.3572
STC2	22.4016	0.91485	23.86935	1.67894133936e-19	1.03376529743e-25	0.383727414275	384.393	284.624	237.02	269.942
CCDC86	4.5759	2.71985	3.29305	6.83584097832e-22	6.84115503255e-05	6.83061465774e-18	365.929	348.245	403.078	400.854
DEK	11.8917	13.27325	17.6877	9.81584027434e-05	1.17041690747e-07	2.82719965623e-21	13.7919	1.00102	1.11225	5.33879
ASXL1	6.3148	5.7206	7.3113	4.25051582614e-05	2.28392420744e-13	0.104172006483	677.247	545.557	453.574	652.778
RNASET2	15.4145	0.7393	4.1091	3.14936036683e-17	7.85122020286e-11	1.73932630162e-13	245.362	281.732	101.548	184.299
HDDC3	1.2791	1.08345	0.8272	0.000558242583314	1.04383421991e-05	1.61116490912e-12	509.52	552.453	452.351	578.813
ZBTB38	7.3793	10.20585	12.1741	2.37612207656e-05	3.22118041118e-05	4.39142932932e-16	49.3838	99.7686	47.2705	76.8563
TMEM97	4.0691	6.25265	5.13485	0.00390653275669	0.000528525750162	0.564219381848	530.653	494.06	461.36	625.861
SGTA	14.4442	9.53205	8.3461	5.32198031497e-19	8.81810918343e-06	1.88771964534e-35	1579.61	1485.52	1404.21	1553.92
TRIM47	18.1351	7.67365	8.15265	5.40742278531e-22	0.151365200451	1.37405111777e-26	1962.78	1764.36	1720.87	1821.19
PEX5	10.551	11.39725	10.6671	0.191871373241	0.027209487563	0.261417204009	562.575	457.801	355.697	436.223
NUP205	5.7361	7.03005	8.7219	2.54442180165e-05	8.51632037332e-11	1.14779528147e-26	90.3145	21.5776	137.251	67.7358
ATP5B	247.3587	632.98655	256.90685	1.52558874883e-23	9.36364306458e-15	0.150983299905	1169.86	1088.89	860.323	1066.87
MPZL2	15.7726	7.6868	20.94735	2.12001018873e-05	1.99078888213e-12	9.56029942343e-06	276.282	314.543	228.9	329.67
NFKBIB	13.7257	9.536	6.9033	2.4055017194e-16	6.86205215345e-12	2.50236593158e-41	950.749	953.974	868.109	917.493
CITED2	33.6657	53.8398	52.8283	0.00215822799029	0.843786036093	0.000738731837845	1.00102	1.00102	1.89082	1.00102
RIN2	8.7396	10.7548	14.4849	0.00045188963624	5.20380211945e-12	6.51478838752e-27	191.418	146.038	130.244	161.276
MET	36.2468	19.7353	50.8718	2.14231140192e-09	1.74735723135e-15	0.000133952780053	78.0798	35.9256	10.5663	61.8409
RPS19	369.087	83.06415	134.0669	1.92993566402e-20	1.37143638654e-10	5.82607095368e-23	1057.97	843.639	928.504	953.974
SLC9A3R2	36.3471	38.2744	27.97805	0.0207975339278	0.0144419977239	1.01486080557e-05	2295.23	2170.88	2258.97	2367.75
HM13	24.0751	13.0945	14.4812	9.23261306452e-19	0.00465797645051	1.39693802782e-20	397.628	347.8	344.797	351.581
RASA3	8.8364	3.3555	9.9784	1.86523982743e-20	7.06636117602e-26	0.384640099752	441.228	430.773	465.364	414.646
PTPRU	6.52	3.5227	6.85215	1.73552852151e-06	4.00517698273e-06	0.184693190693	465.142	440.784	478.155	467.811
PTPRR	0.2247	0.15595	0.38185	3.90992445469e-05	1.23092250925e-08	0.00801472978734	1.00102	1.00102	1.00102	1.00102
ACTN4	103.037	123.1261	94.38235	0.00271264162432	1.17344136721e-10	0.00134774789305	1061.19	874.449	880.344	910.041
PTPRF	23.015	26.04525	26.857	0.654483769472	0.327212765652	0.167902461642	1380.85	1475.4	1147.51	1288.32
PTPRB	4.9369	9.50235	13.64355	4.63757030738e-12	5.04872020416e-06	1.02121256008e-26	25.248	1.00102	1.00102	10.2327
F3	1.6334	7.48335	1.60715	0.0038693313666	0.0458993500062	0.798297375312	188.86	148.263	159.941	140.032
CDR2L	6.5731	7.20125	4.5622	0.851345033914	8.05389689921e-07	0.000403590462962	1185.54	977.999	1043.73	1143.28
ERLIN1	12.9424	17.00015	16.8049	6.72102924082e-07	0.294057642869	1.38555013652e-06	245.028	178.849	231.347	104.44
TFAP4	1.6833	0.82055	1.0281	8.43933814676e-15	0.0559071164397	3.80067552547e-16	1022.16	1058.86	873.448	945.076
KRT18	180.1835	58.45585	67.574	5.67462217612e-09	0.664684206438	6.85326621827e-13	949.637	893.691	821.728	753.659
TLE3	7.2489	5.41195	6.48725	4.51498676567e-06	0.202069391966	1.75523339961e-05	164.946	171.842	145.816	95.7645
C10orf10	137.3614	21.36885	108.73205	2.01207145999e-21	2.23860067305e-18	0.00447141027217	250.478	212.328	134.248	141.478
NAT9	8.0567	4.91645	4.45805	4.00600383845e-15	0.320504045524	1.27394438556e-22	1020.71	930.395	961.649	1079.55
DLGAP4	11.1129	5.3856	8.3178	6.52836883987e-21	1.58132923037e-16	2.6706618895e-12	836.41	778.35	769.23	811.829
KCNC4	0.8364	1.33455	0.99035	3.30619681197e-05	0.0783506050582	0.0194609182963	483.049	393.179	423.766	463.696
CPSF7	16.2008	12.70775	16.32775	2.40630729414e-08	3.85822359239e-10	0.605278088255	678.471	580.259	565.466	530.876
CPSF6	7.4513	7.69175	8.93795	0.877500579894	1.15492613056e-06	4.3571931967e-09	127.464	137.585	76.8563	52.3868
CPSF4	5.2957	3.4562	3.5326	3.21639094925e-15	0.035909825363	1.28796846418e-16	1557.7	1470.95	1423.23	1589.29
CPSF3	10.5771	9.39335	8.85495	0.000171010400948	0.502319688242	7.70536436537e-07	168.839	235.796	172.176	236.686
SIPA1L3	5.7476	6.10565	4.76025	0.877422562726	0.000156825928252	0.000748654711593	446.567	462.806	449.348	420.652
TTLL4	2.3888	1.71885	2.2761	1.74319373801e-07	4.22189666617e-06	0.108272107118	683.253	625.862	588.824	582.039
IPO9	6.3201	6.52665	8.1074	0.186515427757	5.91137190135e-08	1.54177891503e-14	711.838	512.412	519.197	644.658
TSPAN14	9.7022	9.24485	10.58085	0.130222858921	0.00116106712414	0.0241519623219	79.7481	65.2889	13.1245	27.9174
SLC25A19	2.0401	1.37255	1.3643	2.20656960037e-11	0.859967569236	7.81227631167e-15	1199.56	1175.87	1240.6	1106.57
STAT3	21.4621	29.6792	26.9549	1.03777177222e-21	9.46874913757e-05	1.30680646669e-12	1013.03	940.071	803.154	926.168
SYNCRIP	12.4083	13.6521	16.3619	3.71050767308e-05	1.65694547716e-06	1.46760825072e-20	119.122	74.0757	56.2797	68.5144
VIM	509.5332	44.09115	273.52645	2.29819172146e-35	1.23452941461e-28	2.12509367265e-17	454.687	475.486	267.94	580.927
STAC	0.4332	1.40905	0.58045	7.5758231348e-06	0.33747021093	0.0536588036937	14.348	1.00102	1.89082	1.00102
CLDN1	16.8795	13.6727	11.7089	0.193164712753	0.752534259686	0.304985970113	1.00102	1.00102	1.00102	1.00102
CLDN4	21.1526	39.4781	18.13545	3.87639219551e-06	1.00415998956e-06	0.126529551459	1014.93	914.378	1014.26	977.999
CLK4	5.4864	1.9471	5.8558	7.3938403718e-16	1.60630915377e-19	0.418813316581	465.364	415.313	557.236	505.628
CDCP1	4.1576	3.47115	3.43325	0.0258743009669	0.0520020981065	0.251123554864	378.943	333.007	363.371	396.405
ZBTB11	3.3128	3.8459	4.99875	3.73148322066e-05	2.04554881774e-10	1.78652312437e-26	96.3206	148.819	103.217	176.958
SEH1L	3.2531	3.2973	4.12495	0.997466294005	3.60959219804e-08	1.20185461485e-10	62.7307	43.044	48.1603	172.065
PARD3	9.4867	13.0713	12.61095	5.65095701841e-09	0.416481888962	9.44741207332e-10	110.446	38.595	36.3705	35.7031
UNG	17.0103	22.3328	15.94815	1.08019751933e-07	2.19005987058e-15	0.0254504288033	410.642	323.775	352.694	452.685
NDRG1	209.6231	84.75305	202.3655	2.54235630784e-16	5.41946113812e-20	0.93712388314	156.382	106.998	1.00102	101.771
BID	8.4618	2.9546	5.0216	3.08950927339e-34	3.10197623916e-17	4.03849203526e-23	505.294	470.592	463.585	396.182
SUPV3L1	6.6973	7.05335	6.1507	0.834250616604	0.000208778456061	0.000773438238791	286.181	239.244	362.036	279.174
SRSF7	22.3174	19.26805	19.81745	0.200865810684	0.17302520866	0.000827779464806	206.433	187.191	161.832	145.148
HSF1	17.6646	10.63245	10.9855	7.48227896751e-18	0.938168315395	3.58143720882e-24	2795.86	2612.11	2559.95	2813.87
ZNF354A	5.3817	2.94725	4.56585	6.86815235877e-12	2.01114994736e-10	0.00279226716958	401.744	492.169	462.584	413.422
ZNF473	1.4205	1.2177	1.66725	4.65199890582e-07	8.61087213164e-19	2.16907751888e-05	1136.72	992.903	941.072	1017.82
HES1	31.4293	35.8358	23.93545	0.441201858507	4.02010103143e-06	3.65604635077e-05	199.315	262.824	143.702	57.8368
PDZD8	3.935	7.95995	8.5919	2.46571637931e-17	0.00118828885256	7.35868390679e-27	1.00102	2.33572	80.5267	1.44592
SLC25A15	1.7934	4.4297	1.89295	5.49872380003e-05	3.27031019376e-05	0.592066674819	1.00102	2.78062	7.22961	1.11225
B4GALT7	10.8778	5.0346	5.3242	8.80488384371e-14	0.0596723856031	3.49253619814e-18	1049.07	933.064	826.733	886.461
TNFRSF1A	57.8756	22.05065	40.879	9.29161460134e-33	1.03472273558e-12	3.60218057978e-20	1512.88	1326.02	1238.93	1423.57
FAM174B	3.3655	2.30575	3.0545	0.0261535121108	0.0873649932901	0.538777658847	1.00102	1.00102	1.00102	1.00102
GPD1L	4.1354	22.05455	6.0636	1.63421617091e-27	0.000649140499993	0.00408923286642	38.595	19.6868	6.45103	72.5185
PAX8	20.6617	28.3143	13.1875	8.51378909006e-05	3.83411195628e-25	4.1018247116e-09	316.879	297.749	399.297	414.201
FOSL2	35.5082	51.50865	44.3782	2.81946766939e-08	0.00546220242913	0.000437659970176	760.221	806.713	832.962	900.03
ADM	120.913	11.3316	75.5697	9.23389904853e-26	1.29144190125e-18	2.10483549151e-08	378.164	416.648	299.306	300.64
WDR12	2.8641	3.368	3.241	4.40698826232e-05	0.408760193163	0.000233379530454	24.9143	10.5663	2.89184	62.6195
S100A6	674.8495	575.70125	263.9208	0.0736647495002	2.01451361465e-19	5.89943696519e-16	882.679	795.59	739.311	830.404
PPP2R1A	50.9702	44.8917	34.5401	0.000713124397127	3.12074863577e-20	9.07716837485e-30	607.954	684.366	539.551	547.559
TIMM9	14.6142	10.1583	10.5029	1.56608840439e-10	0.0492381625265	1.47376203928e-09	54.1664	2.66939	6.22858	1.66837
RPL7A	598.5795	323.23365	365.77055	1.29730234591e-16	0.00592506274672	1.18326947599e-18	1958.0	1799.5	1480.96	1958.11
UTP14A	4.6843	3.3902	4.2092	2.51181218336e-14	9.72219175795e-11	6.17974634701e-05	134.582	168.839	108.778	163.945
CSNK1D	12.1805	9.6434	9.53125	7.96595639957e-08	0.497157888436	8.18294961333e-11	2182.45	1974.13	1866.68	2417.25
LIG1	4.4072	1.8653	3.46735	2.90223704442e-21	7.15291237676e-20	1.14374454241e-07	943.63	868.22	725.741	814.943
EHBP1L1	10.9431	3.515	10.222	1.80371118029e-26	1.07402515884e-21	0.0026827414815	1975.8	1738.44	1815.74	2002.16
EIF5AL1	0.5157	0.59555	0.15945	0.000343672271689	0.000330041999996	1.14661596879e-09	21.4664	76.5226	25.5817	43.3776
KCTD11	9.2917	4.65655	7.77155	2.39461541217e-17	3.26163920062e-11	0.00338245632843	1398.21	1275.19	1207.23	1365.62
SLC25A37	8.2822	3.64505	5.87625	1.23878774901e-12	2.90333973258e-09	1.35547764329e-06	192.752	217.778	208.435	188.971
SLC25A32	0.0394	0.02315	0.05695	0.000313146849494	0.000404542989421	0.00283525790562	1.00102	1.00102	1.00102	1.00102
TUBA1C	12.0365	8.86605	9.25625	8.9439290292e-06	0.0102019324373	0.00125020010163	1326.58	1246.61	1157.4	1222.69
TMEM186	3.776	4.18425	3.88575	0.117297812926	0.389995647146	0.485972163084	324.776	370.489	311.874	305.534
TMEM189	5.3103	2.18355	2.6616	6.17349210831e-18	0.000687359358696	6.25167969926e-21	788.027	714.285	606.62	664.679
SLC7A6	0.6097	0.81635	0.83575	1.2245159854e-06	0.407844362122	1.78994099906e-05	1003.8	908.595	866.552	923.721
TCF20	5.5374	6.24005	7.6682	0.000323164488599	8.72265823373e-09	1.6611464508e-22	793.366	603.394	699.603	649.886
OBSL1	10.2359	11.91935	7.8158	0.602457974038	0.0129679745802	0.011489236345	672.131	688.481	571.584	646.772
HDLBP	38.1432	47.83215	43.80855	8.31811575256e-07	0.0012334916141	0.025837459234	918.049	782.466	811.051	831.85
SREBF1	15.6816	6.7417	10.6611	2.23700231861e-12	5.73687069233e-06	2.73701981834e-06	972.326	759.665	725.408	817.168
TXNDC17	12.6658	8.96065	5.62025	4.13354025894e-08	2.50404108266e-11	1.55528507981e-23	573.808	569.026	531.209	614.183
SMARCE1	0.5421	0.6812	0.5569	2.42684660357e-07	0.39832328314	0.0131297998436	665.457	495.284	466.254	507.852
KARS	42.0411	31.81355	33.9493	5.52136504809e-14	0.0619306742197	3.54601243912e-12	70.0716	103.661	55.3899	129.799
TATDN2	4.6186	4.1413	3.1805	0.00125385024087	1.0781081326e-17	9.85849110734e-17	484.495	463.251	413.867	340.681
BICD2	7.5653	7.6077	9.2969	0.82535537762	1.32700373994e-11	1.06713302537e-11	301.975	297.192	430.884	368.821
BICD1	2.7879	1.72935	3.63335	5.97731145342e-07	1.80553142614e-13	0.00482008650462	165.947	167.171	14.348	72.4073
AGA	10.2188	11.51445	9.64955	0.462765160544	0.0335887816276	0.129425240436	1.00102	1.00102	1.00102	1.00102
PDCD10	7.8696	10.05235	9.0044	0.13061087157	0.434726321817	0.21953336424	1.00102	1.00102	1.00102	1.00102
PDCD11	5.4066	5.9774	6.59285	0.454785473837	0.0718056135372	0.0113144827878	527.428	424.767	506.184	659.34
CRKL	17.6281	16.72105	19.8768	0.0346047666762	4.1803585072e-13	2.97875911667e-06	873.893	764.447	658.005	807.491
TMEM51	25.2016	23.76125	18.28625	0.143139468453	0.00383544908187	1.20143290211e-05	710.503	641.767	540.33	513.413
DIMT1	1.216	1.3722	1.5112	0.131882546262	0.000249703250973	1.15781960488e-06	1.00102	1.00102	1.00102	1.00102
MAX	11.3886	7.29835	8.6107	3.82513017975e-29	2.96729539417e-06	1.54574499765e-19	65.2889	51.6083	101.103	17.796
WSB2	18.7927	19.3653	19.29215	0.850526530747	0.86514598986	0.704039617583	441.451	430.217	454.242	418.872
AGPAT2	42.6666	31.41355	16.915	0.000577332154365	1.30958731708e-17	1.12200890529e-16	2674.4	2383.55	2379.21	2633.47
RPS6KA3	6.6676	9.5915	11.74455	1.0063327094e-13	4.36919756971e-06	9.9396590004e-27	13.7919	1.00102	1.00102	1.00102
PISD	8.598	6.78675	6.54885	4.12264053957e-05	0.425529115125	8.25395320053e-08	998.353	896.694	821.172	879.12
ZWILCH	1.2797	1.64655	1.44965	0.0254014534694	0.418150638997	0.079149101669	305.089	301.641	406.193	355.919
EXOSC10	6.6504	5.922	7.11965	0.00221914891748	2.30085675506e-08	0.0278804583602	750.878	806.379	824.286	890.687
ARF3	44.5011	50.0506	43.34695	2.71493768185e-05	2.06783984019e-10	0.0750059148221	1212.57	1183.99	1027.83	1219.69
ARF6	30.2012	38.5066	34.19795	1.38030534262e-08	0.0023671934974	0.00931828449693	153.045	133.581	207.879	154.046
RAB11FIP5	15.623	22.85895	17.7766	8.25514179294e-11	1.01432638949e-06	0.177135219902	316.768	427.993	265.16	435.333
ARHGEF10	0.112	0.03995	0.12515	1.85422839189e-13	0.000430585191415	0.0225775959252	60.395	29.0297	95.9869	37.149
HMGB3	3.7311	6.16195	2.6634	0.0823462064542	3.66879884097e-14	0.00038757679002	100.881	200.649	74.9655	100.547
EEF1A2	0.2363	0.30325	0.0966	0.036424039213	0.378663996769	0.205494647478	2100.59	1993.04	1833.32	2227.61
CD44	14.3673	5.59915	13.16895	0.00096389673171	0.000728084809476	0.597172821395	160.386	141.144	188.303	214.108
CD47	12.1315	11.7028	12.85545	0.048181772909	0.000461119044049	0.0185796740622	1.55715	4.11531	1.22347	4.22654
ACTR1A	28.8664	24.9455	20.10905	8.43982824113e-06	5.52003717396e-13	8.64165908631e-25	1007.81	958.534	924.945	1000.02
WDR75	8.3313	5.3648	7.77365	2.97493054772e-16	1.80957534523e-19	0.0505856354906	1.00102	1.00102	1.00102	1.00102
WDR74	5.1566	2.8992	3.6125	1.01009915298e-36	6.02226527494e-09	9.96164837445e-27	1449.81	1360.39	1317.68	1541.8
WDR77	5.8781	5.8681	4.5776	0.0113645777429	1.23075917738e-12	3.71121375614e-15	240.801	373.493	294.301	279.285
ZFP62	5.6525	5.4763	7.365	0.347493724833	1.86383731017e-10	2.38725952674e-11	533.879	409.863	353.472	378.275
ARRDC3	49.1187	43.1214	60.24335	0.0804480422944	9.61392275114e-05	0.00416125549862	1.00102	34.9246	1.00102	1.00102
AR	3.0622	3.10865	5.204	0.594724403689	4.36927751231e-11	7.30622943357e-15	1.00102	1.00102	1.00102	1.00102
SH3BP2	16.0015	4.20255	14.92935	1.41300881539e-22	1.38516174429e-26	0.0717241939238	1253.72	1113.36	1146.39	1336.25
KRT19	47.5678	52.04105	14.2731	0.0351203149147	0.0881427942109	0.000722103474525	926.279	871.223	906.481	878.786
CEP95	4.3727	2.1338	3.72725	6.22815626582e-14	4.26417495721e-15	0.00555496520356	645.993	724.073	504.404	765.004
ARID2	2.8962	3.5777	4.29765	3.72656345417e-08	1.50888039138e-07	3.35928158287e-25	1.00102	3.00307	45.9358	1.00102
CYB5D1	0.0125	0.02465	0.02305	3.52266897938e-09	0.238719031405	3.27913507207e-07	1223.03	1097.68	1021.82	1099.23
NUP62	11.9234	5.9939	9.00515	6.22320672782e-42	2.36918038496e-16	5.33045321726e-21	1357.39	1179.32	1139.61	1261.51
ALCAM	7.0269	8.5583	10.94375	0.0757860057192	0.00379622477431	8.49370468988e-07	1.00102	1.00102	1.00102	1.00102
FBXW9	3.7441	3.3267	2.6391	0.00120818430064	1.56732032138e-08	1.71261559553e-13	1839.21	1736.22	1627.44	1917.07
FBXW5	47.1503	27.61515	26.85965	1.11199676646e-15	0.571142120664	2.89809753824e-22	2928.66	2527.47	2325.93	2563.51
FBXW7	2.0966	1.35125	2.17775	1.37932749522e-11	2.1425488506e-13	0.269971623612	1.00102	17.4623	14.9041	9.12043
ETFB	5.3469	3.72285	2.0771	0.0341215918328	2.16055880045e-18	5.29901077506e-06	706.833	715.842	563.687	626.084
TJP2	0.0782	0.1089	0.13645	0.371114867183	0.0235174381058	0.000455205904464	1.00102	1.00102	1.00102	1.00102
TJP1	8.5239	15.4578	13.818	3.96056999234e-28	0.117229705865	4.35817595019e-27	36.9266	70.6277	97.3216	7.11838
PPAT	2.1088	2.4727	2.94875	0.0505107000962	8.96335206843e-06	6.60642853081e-11	53.6103	26.0266	32.8113	84.3083
AGRN	42.9061	40.59735	41.2561	0.00472770134291	0.443814557935	0.0348384666911	2431.82	2042.53	2143.75	2353.63
NFYB	7.1125	7.5343	6.84455	5.72275806713e-05	0.0280449874415	0.737725702845	137.029	220.67	40.3746	85.8655
SMARCA2	5.1045	12.8581	8.41485	3.19463000758e-68	2.1548836284e-26	1.06631332701e-37	1.00102	1.00102	1.00102	1.00102
OST4	155.8157	95.85075	74.11685	6.46660182953e-14	8.74091528755e-12	4.88849039752e-33	1517.44	1450.04	1204.12	1351.27
CCT6A	40.4632	41.46515	40.7766	0.297858387385	0.416045787234	0.772575745628	202.651	199.76	237.354	120.79
NLE1	3.9534	2.49665	3.52585	2.92556845904e-18	1.82633935371e-10	1.18825061461e-05	540.663	261.489	541.442	525.426
DPH2	5.9713	5.71365	4.7301	0.015234301776	1.2041909101e-08	2.5826458794e-12	1633.11	1462.27	1248.27	1410.33
TRIM28	52.3108	40.9073	38.48355	1.22730495242e-11	0.029878033925	5.52650925088e-20	1071.95	1047.21	966.702	991.155
EDARADD	0.1662	0.5326	0.17875	0.00029370223517	0.0143832892535	0.483985735801	1.00102	1.00102	1.00102	1.00102
GAPDH	1317.2798	423.086	821.0397	6.82746595109e-25	7.20644272284e-18	1.62982339025e-13	1824.53	1705.63	1595.41	1881.37
ARHGAP5	1.7072	8.55295	6.92695	9.5291280832e-81	0.549409327805	5.89173485317e-34	40.8195	73.4083	1.00102	26.0266
ICOSLG	0.1751	0.27275	0.14805	0.484464965239	0.000244275492489	0.00401617102003	1266.4	1175.65	975.886	1261.84
AEN	7.4824	2.5709	6.98955	3.21416860034e-32	4.79274718895e-23	0.122019952953	136.473	183.854	130.022	191.084
MRPL4	5.8354	5.7485	3.8178	0.0366624219365	4.62388479066e-17	4.80725250277e-17	1609.2	1421.34	1452.04	1542.91
TARS	16.9306	15.9493	19.27295	0.0123491925815	4.16784420338e-08	0.00351958250394	1.00102	1.00102	1.00102	1.00102
EIF4EBP1	85.405	12.42005	26.04345	4.3966347588e-13	2.31910307175e-10	2.60588389832e-14	131.912	109.111	59.9501	139.698
BAG3	28.4921	32.74305	24.34395	0.00176699554615	2.38506840063e-12	1.37752725007e-05	220.336	234.684	264.047	330.115
RSBN1	4.1163	5.54825	6.2759	8.5650643973e-18	0.000824370229138	6.20303911678e-26	169.173	207.657	145.704	159.719
ARHGAP22	1.656	0.1382	0.98625	2.86246638272e-25	2.67800044844e-25	3.7469164451e-11	8.1194	1.3347	33.5899	36.7042
MYL12B	274.5392	261.3885	192.59705	0.0445174940641	1.39969877782e-16	1.09710959587e-15	5.67246	46.9368	56.5022	86.4216
NAP1L1	24.5063	15.5009	23.01775	6.90343427449e-14	3.13060003432e-11	0.500938015502	108.333	69.5154	70.9614	132.58
MAPKAP1	8.0227	11.80205	7.9776	1.63715828723e-11	9.56125317497e-10	0.940159684641	312.653	405.414	378.609	413.867
RGS3	5.1415	5.59445	4.05865	0.169120684414	1.25240278998e-06	0.000129031527786	499.733	406.304	312.764	376.829
TDRD7	5.5504	5.52865	7.82875	0.208415338178	4.20268123302e-17	1.78821530568e-12	220.225	169.395	156.938	161.61
MRPS2	13.2363	11.09225	8.62265	2.56484834877e-05	5.72717809499e-11	2.65006213797e-19	1038.51	921.719	920.162	1148.17
FAT1	14.5486	24.62375	24.7488	1.01453456196e-08	0.189596117475	1.10990597365e-10	1.00102	1.00102	4.89389	1.00102
LSM5	7.4146	5.42135	5.1677	5.30796409759e-10	0.50776764406	3.62918540895e-09	19.9092	9.78777	18.0184	36.0368
FAM207A	11.0658	5.13935	5.5808	7.42433275034e-08	0.117624767477	1.52226396356e-09	1158.52	902.255	1057.52	1055.74
POLR2D	5.4426	4.651	5.7464	1.23546676382e-10	2.73527002388e-14	0.283199036486	344.129	319.326	184.077	299.083
THOP1	4.7354	2.2571	2.89915	2.22900144223e-30	0.000482914839177	3.21222712562e-22	1581.73	1509.1	1390.2	1531.01
GTF3A	48.3718	18.3969	23.7172	2.74014120352e-22	1.92963296098e-09	2.77107953965e-23	93.0951	5.00511	103.773	8.00818
DDA1	9.9378	6.0896	6.08755	7.70202312991e-21	0.354052572472	2.568675748e-30	1489.63	1265.96	1112.02	1264.4
RPS5	186.3223	80.5919	113.8376	2.94784956059e-06	3.33104597642e-07	3.71240205836e-06	950.749	821.283	853.205	886.683
TACC3	3.2348	0.8214	1.7179	1.16408135685e-17	5.61544634765e-12	1.13645641664e-12	1436.13	1363.28	1323.69	1354.16
MKI67	1.6583	0.1771	1.59855	6.40214809148e-08	7.75440140513e-10	0.454539554793	29.8082	1.00102	56.0573	47.1593
LPXN	10.8417	4.42595	9.3408	3.2843717793e-21	2.8258417294e-17	0.000614921818075	187.97	205.432	42.2654	144.815
ESCO2	0.1696	0.0428	0.2133	1.61281534066e-05	8.24387467351e-08	0.0523694277329	55.8348	33.4786	23.3572	4.33776
ALDH1B1	11.2457	32.50145	11.04985	7.15374455101e-10	5.98602960046e-09	0.951027285505	49.9399	107.109	26.1378	125.795
SUMO2	41.333	34.2386	32.13995	1.83716210227e-08	0.210784571518	4.77621666465e-14	1191.33	1156.18	1058.86	1008.36
EEF2K	5.0413	3.19935	6.1814	2.36148582005e-09	5.60544621059e-23	0.000760306738052	696.155	520.643	671.352	694.042
B3GALT6	11.1322	6.1965	6.40535	1.39666400096e-14	0.759585394356	3.00998636269e-20	2044.31	1840.44	1913.4	2162.21
SLC38A1	27.1458	19.78855	39.16175	0.0105709902182	2.30492088741e-11	2.66056483723e-13	260.043	219.001	160.831	107.221
SLC38A2	32.345	28.9597	41.6581	0.183673518034	7.96867105776e-07	5.41592861063e-07	274.614	247.475	101.659	198.536
CXCL16	33.0541	16.68935	26.79475	4.17973801634e-12	1.20709568127e-07	0.00132617878542	876.451	865.884	786.692	864.55
TTC3	9.2675	14.20785	13.6291	1.55181900454e-09	0.548979286174	6.25314987638e-11	165.502	161.165	125.795	209.102
UACA	13.1275	12.5745	18.17655	0.0291504359902	2.18661283294e-10	2.26598478498e-06	137.585	141.923	90.8706	186.301
TNFRSF9	1.0519	0.07045	0.7205	3.48803768566e-09	4.22029333816e-08	0.018980691594	620.745	640.877	500.511	557.903
